2025-09-08T02:04:38.548793,Central Pier,22.2888889,114.1558333,58.2,90.4,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_0.csv
2025-09-08T02:04:38.548793,Chek Lap Kok,22.3094444,113.9219444,94.3,147.0,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_1.csv
2025-09-08T02:04:38.548793,Cheung Chau,22.2011111,114.0266667,66.3,84.4,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_2.csv
2025-09-08T02:04:38.548793,Cheung Chau Beach,22.2108333,114.0291667,54.5,86.3,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_3.csv
2025-09-08T02:04:38.548793,Green Island,22.285,114.1127778,94.7,127.5,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_4.csv
2025-09-08T02:04:38.548793,Hong Kong Sea School,22.2183,114.21429,76.0,108.4,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_5.csv
2025-09-08T02:04:38.548793,Kai Tak,22.3097222,114.2133333,80.4,126.4,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_6.csv
2025-09-08T02:04:38.548793,King's Park,22.3119444,114.1727778,78.1,107.3,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_7.csv
2025-09-08T02:04:38.548793,Lamma Island,22.2261111,114.1086111,56.4,69.0,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_8.csv
2025-09-08T02:04:38.548793,Lau Fau Shan,22.4688889,113.9836111,81.0,126.5,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_9.csv
2025-09-08T02:04:38.548793,Ngong Ping,22.2586111,113.9127778,50.0,66.3,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_10.csv
2025-09-08T02:04:38.548793,North Point,22.294444,114.199722,50.0,73.5,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_11.csv
2025-09-08T02:04:38.548793,Peng Chau,22.2911111,114.0433333,78.0,110.9,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_12.csv
